GO_ID	GO_Term	Count	Percentage	Samples
GO:0005815	microtubule organizing center	10	0.14	Ncra
GO:0005815	microtubule organizing center	2	0.15	Rozella
GO:0005815	microtubule organizing center	294	1.60	Spom
GO:0005815	microtubule organizing center	74	0.59	Scer
GO:0005840	ribosome	268	3.84	Anid
GO:0005840	ribosome	172	2.36	Calb
GO:0005840	ribosome	225	5.48	Cneo
GO:0005840	ribosome	149	10.70	Ecun
GO:0005840	ribosome	263	3.81	Ncra
GO:0005840	ribosome	113	8.65	Rozella
GO:0005840	ribosome	287	1.56	Spom
GO:0005840	ribosome	357	2.82	Scer
GO:0005856	cytoskeleton	162	2.32	Anid
GO:0005856	cytoskeleton	137	1.88	Calb
GO:0005856	cytoskeleton	86	2.09	Cneo
GO:0005856	cytoskeleton	39	2.80	Ecun
GO:0005856	cytoskeleton	146	2.12	Ncra
GO:0005856	cytoskeleton	55	4.21	Rozella
GO:0005856	cytoskeleton	629	3.43	Spom
GO:0005856	cytoskeleton	209	1.65	Scer
GO:0005886	plasma membrane	78	1.12	Anid
GO:0005886	plasma membrane	346	4.76	Calb
GO:0005886	plasma membrane	17	0.41	Cneo
GO:0005886	plasma membrane	12	0.86	Ecun
GO:0005886	plasma membrane	70	1.01	Ncra
GO:0005886	plasma membrane	6	0.46	Rozella
GO:0005886	plasma membrane	260	1.42	Spom
GO:0005886	plasma membrane	361	2.85	Scer
GO:0005933	cellular bud	11	0.16	Anid
GO:0005933	cellular bud	58	0.80	Calb
GO:0005933	cellular bud	0	0.00	Cneo
GO:0005933	cellular bud	0	0.00	Ecun
GO:0005933	cellular bud	15	0.22	Ncra
GO:0005933	cellular bud	0	0.00	Rozella
GO:0005933	cellular bud	0	0.00	Spom
GO:0005933	cellular bud	190	1.50	Scer
GO:0005938	cell cortex	26	0.37	Anid
GO:0005938	cell cortex	62	0.85	Calb
GO:0005938	cell cortex	8	0.19	Cneo
GO:0005938	cell cortex	4	0.29	Ecun
GO:0005938	cell cortex	24	0.35	Ncra
GO:0005938	cell cortex	10	0.77	Rozella
GO:0005938	cell cortex	215	1.17	Spom
GO:0005938	cell cortex	134	1.06	Scer
GO:0012505	endomembrane system	158	2.26	Anid
GO:0012505	endomembrane system	201	2.76	Calb
GO:0012505	endomembrane system	125	3.04	Cneo
GO:0012505	endomembrane system	38	2.73	Ecun
GO:0012505	endomembrane system	178	2.58	Ncra
GO:0012505	endomembrane system	44	3.37	Rozella
GO:0012505	endomembrane system	620	3.38	Spom
GO:0012505	endomembrane system	373	2.95	Scer
GO:0016020	membrane	2299	32.93	Anid
GO:0016020	membrane	2086	28.68	Calb
GO:0016020	membrane	1448	35.26	Cneo
GO:0016020	membrane	278	19.96	Ecun
GO:0016020	membrane	2014	29.19	Ncra
GO:0016020	membrane	439	33.59	Rozella
GO:0016020	membrane	2109	11.50	Spom
GO:0016020	membrane	1616	12.78	Scer
GO:0016023	cytoplasmic membrane-bounded vesicle	32	0.46	Anid
GO:0016023	cytoplasmic membrane-bounded vesicle	28	0.38	Calb
GO:0016023	cytoplasmic membrane-bounded vesicle	22	0.54	Cneo
GO:0016023	cytoplasmic membrane-bounded vesicle	12	0.86	Ecun
GO:0016023	cytoplasmic membrane-bounded vesicle	31	0.45	Ncra
GO:0016023	cytoplasmic membrane-bounded vesicle	9	0.69	Rozella
GO:0016023	cytoplasmic membrane-bounded vesicle	81	0.44	Spom
GO:0016023	cytoplasmic membrane-bounded vesicle	107	0.85	Scer
GO:0030427	site of polarized growth	18	0.26	Anid
GO:0030427	site of polarized growth	91	1.25	Calb
GO:0030427	site of polarized growth	1	0.02	Cneo
GO:0030427	site of polarized growth	0	0.00	Ecun
GO:0030427	site of polarized growth	20	0.29	Ncra
GO:0030427	site of polarized growth	0	0.00	Rozella
GO:0030427	site of polarized growth	30	0.16	Spom
GO:0030427	site of polarized growth	230	1.82	Scer
